sofifa_id,short_name,age,dob,height_cm,weight_kg,nationality,club,overall,potential,player_positions,preferred_foot,international_reputation,contract_valid_until
179544,Y. Mulumbu,27,25/01/1987,175,76,DR Congo,West Bromwich Albion,76,79,"CDM, CM",Right,2,2015
167905,A. Valencia,28,04/08/1985,181,78,Ecuador,Manchester United,80,80,"RM, RWB",Right,3,2017
187457,C. Noboa,29,08/04/1985,183,75,Ecuador,Dinamo Moscow,76,76,"CDM, CAM",Right,2,2018
175254,F. Caicedo,25,05/09/1988,180,81,Ecuador,RCD Espanyol,75,80,ST,Left,2,2016
209331,M. Salah,22,15/06/1992,175,72,Egypt,Chelsea,76,84,RM,Left,1,2020
212469,A. Ghazal,22,01/02/1992,189,84,Egypt,CD Nacional,74,81,CDM,Right,1,2017
54050,W. Rooney,28,24/10/1985,176,83,England,Manchester United,86,86,"ST, CF, CAM",Right,4,2019
171833,D. Sturridge,24,01/09/1989,183,76,England,Liverpool,83,86,"ST, RW",Left,3,2018
13732,J. Terry,33,07/12/1980,187,90,England,Chelsea,83,83,CB,Right,3,2015
150724,J. Hart,27,19/04/1987,196,91,England,Manchester City,82,83,GK,Right,3,2016
13743,S. Gerrard,34,30/05/1980,183,83,England,Liverpool,82,82,"CDM, CM",Right,4,2015
163631,L. Baines,29,11/12/1984,170,70,England,Everton,82,82,LB,Left,3,2018
164859,T. Walcott,25,16/03/1989,176,68,England,Arsenal,81,85,RM,Right,3,2016
189461,J. Wilshere,22,01/01/1992,172,68,England,Arsenal,81,85,"CM, CDM, LM",Left,3,2018
34079,A. Cole,33,20/12/1980,176,66,England,Roma,81,81,LB,Left,3,2016
164468,G. Cahill,28,19/12/1985,193,86,England,Chelsea,81,81,CB,Right,2,2015
202652,R. Sterling,19,08/12/1994,170,69,England,Liverpool,80,86,"RW, LW, CAM",Right,3,2016
6826,G. Barry,33,23/02/1981,183,79,England,Everton,80,80,CDM,Left,2,2017
50542,J. Defoe,31,07/10/1982,170,70,England,Toronto FC,80,80,ST,Right,2,2020
194957,P. Jones,22,21/02/1992,183,71,England,Manchester United,79,84,"CB, RB, CM",Right,2,2016
180819,A. Lallana,26,10/05/1988,173,72,England,Liverpool,79,83,"CAM, RM, LM",Right,2,2019
5471,F. Lampard,36,20/06/1978,184,89,England,Manchester City,79,79,"CM, CDM",Right,3,2016
7289,R. Ferdinand,35,07/11/1978,196,86,England,Queens Park Rangers,79,79,CB,Right,3,2015
21146,M. Carrick,32,28/07/1981,188,74,England,Manchester United,79,79,"CM, CDM",Right,3,2015
53914,P. Jagielka,31,17/08/1982,183,83,England,Everton,79,79,CB,Right,2,2017
120312,M. Dawson,30,18/11/1983,188,76,England,Hull City,79,79,CB,Right,2,2017
138726,J. Lescott,31,16/08/1982,188,89,England,West Bromwich Albion,79,79,CB,Left,2,2016
152747,A. Lennon,27,16/04/1987,165,63,England,Tottenham Hotspur,79,79,"RM, LM",Right,2,2016
198784,A. Oxlade-Chamberlain,20,15/08/1993,175,70,England,Arsenal,78,86,"RM, CM, RW",Right,2,2017
199189,R. Barkley,20,05/12/1993,189,76,England,Everton,78,86,CAM,Right,2,2018
183711,J. Henderson,24,17/06/1990,182,67,England,Liverpool,78,83,CM,Right,2,2016
186146,D. Welbeck,23,26/11/1990,185,73,England,Arsenal,78,83,"ST, CF, LM",Right,2,2019
186115,K. Gibbs,24,26/09/1989,178,70,England,Arsenal,78,82,LB,Left,2,2018
169596,R. Shawcross,26,04/10/1987,191,76,England,Stoke City,78,79,CB,Right,2,2018
138412,J. Milner,28,04/01/1986,176,70,England,Manchester City,78,78,"RM, CM",Right,2,2015
152908,A. Young,28,09/07/1985,175,65,England,Manchester United,78,78,"LM, LWB",Right,3,2016
163155,B. Foster,31,03/04/1983,193,90,England,West Bromwich Albion,78,78,GK,Left,2,2018
188377,K. Walker,24,28/05/1990,178,74,England,Tottenham Hotspur,77,81,RB,Right,2,2019
182836,A. Carroll,25,06/01/1989,191,79,England,West Ham United,77,80,ST,Left,2,2019
169721,M. Richards,26,24/06/1988,180,82,England,Fiorentina,77,79,RB,Right,2,2015
163600,J. Ruddy,27,24/10/1986,193,97,England,Norwich City,77,78,GK,Right,2,2017
54013,S. Downing,29,22/07/1984,180,65,England,West Ham United,77,77,"RM, LM",Left,2,2017
165740,A. Johnson,26,14/07/1987,175,63,England,Sunderland,77,77,"RM, LM",Left,2,2016
183465,J. Rodwell,23,11/03/1991,188,71,England,Sunderland,76,82,CM,Right,2,2019
193504,S. Caulker,22,29/12/1991,191,77,England,Queens Park Rangers,76,82,CB,Right,2,2018
189881,C. Smalling,24,22/11/1989,192,81,England,Manchester United,76,81,"CB, RB",Right,2,2016
8517,S. Parker,33,13/10/1980,175,69,England,Fulham,76,76,"CDM, CM",Right,2,2016
13879,R. Lambert,32,16/02/1982,188,77,England,Liverpool,76,76,ST,Right,2,2016
137782,G. Johnson,29,23/08/1984,182,70,England,Liverpool,76,76,"RB, LB",Right,3,2015
158804,L. Osman,33,17/05/1981,173,64,England,Everton,76,76,"CM, CAM",Right,2,2015
163571,M. Jarvis,28,22/05/1986,170,73,England,West Ham United,76,76,"LM, RM",Right,2,2017
205988,L. Shaw,18,12/07/1995,185,75,England,Manchester United,75,86,LB,Left,2,2018
183427,F. Delph,24,21/11/1989,174,60,England,Aston Villa,75,81,"CM, CDM",Left,1,2015
190456,N. Clyne,23,05/04/1991,175,67,England,Southampton,75,81,"RB, LB",Right,2,2016
172203,F. Forster,26,17/03/1988,201,93,England,Southampton,75,80,GK,Left,1,2018
189324,A. McCarthy,24,03/12/1989,193,79,England,Queens Park Rangers,75,80,GK,Right,1,2018
169792,J. Rodriguez,24,29/07/1989,185,70,England,Southampton,75,79,"LM, ST",Right,2,2016
54033,T. Huddlestone,27,28/12/1986,188,78,England,Hull City,75,78,"CM, CDM",Right,2,2016
169607,L. Cattermole,26,21/03/1988,178,76,England,Sunderland,75,78,"CDM, CM",Right,2,2016
169706,J. Cork,25,25/06/1989,185,69,England,Southampton,75,78,"CDM, CM",Right,1,2015
164462,N. Onuoha,27,12/11/1986,188,78,England,Queens Park Rangers,75,77,CB,Right,2,2016
152879,M. Noble,27,08/05/1987,180,76,England,West Ham United,75,76,"CM, CDM",Right,2,2016
13130,W. Brown,34,13/10/1979,185,77,England,Sunderland,75,75,CB,Right,2,2015
51257,P. Crouch,33,30/01/1981,201,84,England,Stoke City,75,75,ST,Right,3,2015
51394,K. Nolan,32,24/06/1982,183,88,England,West Ham United,75,75,"CAM, CM",Right,2,2016
54051,W. Routledge,29,07/01/1985,170,77,England,Swansea City,75,75,"LM, LW",Right,2,2016
101880,R. Green,34,18/01/1980,191,93,England,Queens Park Rangers,75,75,GK,Right,2,2016
134941,S. Sidwell,31,14/12/1982,183,80,England,Stoke City,75,75,"CDM, CM",Right,2,2016
138193,J. Barton,31,02/09/1982,180,76,England,Queens Park Rangers,75,75,"CDM, CM",Right,2,2015
140415,L. Britton,31,16/09/1982,167,65,England,Swansea City,75,75,"CM, CDM",Right,2,2017
152741,M. Williamson,30,08/11/1983,194,92,England,Newcastle United,75,75,CB,Right,2,2016
159034,S. Taylor,28,23/01/1986,186,91,England,Newcastle United,75,75,CB,Right,2,2016
163761,C. Davies,29,15/03/1985,188,89,England,Hull City,75,75,CB,Right,2,2016
205569,J. Ward-Prowse,19,01/11/1994,173,66,England,Southampton,74,85,"CM, RM, CAM",Right,1,2017
201155,R. Morrison,21,02/02/1993,175,71,England,West Ham United,74,84,"CAM, CM",Right,1,2015
194932,A. Townsend,22,16/07/1991,181,81,England,Tottenham Hotspur,74,82,"RM, LM",Left,1,2017
189165,J. Shelvey,22,27/02/1992,184,83,England,Swansea City,74,80,"CAM, CM",Right,2,2017
156142,R. Eremenko,27,19/03/1987,180,67,Finland,PFC CSKA Moscow,79,81,"CAM, LM",Right,2,2018
172862,N. Moisander,28,29/09/1985,182,75,Finland,Ajax,76,76,CB,Left,2,2015
172233,P. Hetemaj,27,12/12/1986,175,76,Finland,Chievo Verona,75,80,"CM, CAM",Right,1,2021
165153,K. Benzema,26,19/12/1987,184,79,France,Real Madrid,85,87,ST,Right,4,2019
167948,H. Lloris,27,26/12/1986,188,78,France,Tottenham Hotspur,85,86,GK,Left,3,2019
165239,S. Nasri,27,26/06/1987,175,75,France,Manchester City,84,86,"LM, RM",Right,3,2019
195864,P. Pogba,21,15/03/1993,188,80,France,Juventus,83,89,"CM, CAM",Right,3,2016
170890,B. Matuidi,27,09/04/1987,175,70,France,Paris Saint-Germain,83,85,"CDM, CM",Left,3,2018
167628,S. Ruffier,27,27/09/1986,188,90,France,Saint-Atienne,83,84,GK,Right,3,2015
112253,J. Toulalan,30,10/09/1983,183,77,France,AS Monaco,83,83,"CDM, CM",Right,3,2015
194765,A. Griezmann,23,21/03/1991,176,68,France,Atletico Madrid,82,88,"LW, LM",Left,2,2020
163705,S. Mandanda,29,28/03/1985,185,82,France,Olympique de Marseille,82,82,GK,Right,3,2016
201535,R. Varane,21,25/04/1993,191,78,France,Real Madrid,81,88,CB,Right,3,2020
212218,A. Laporte,20,27/05/1994,189,85,France,Athletic Club de Bilbao,81,88,"CB, LB",Left,2,2018
183285,M. Sakho,24,13/02/1990,187,83,France,Liverpool,81,83,CB,Left,3,2018
116494,C. Carrasso,32,30/12/1981,187,87,France,FC Girondins de Bordeaux,81,81,GK,Right,3,2015
165229,L. Koscielny,28,10/09/1985,186,75,France,Arsenal,81,81,CB,Right,3,2019
167943,Y. Cabaye,28,14/01/1986,175,72,France,Paris Saint-Germain,81,81,"CM, CAM, CDM",Right,3,2017
177326,M. Valbuena,29,28/09/1984,167,58,France,Dinamo Moscow,81,81,"CAM, RW",Right,3,2017
190531,E. Mangala,23,13/02/1991,187,84,France,Manchester City,80,86,CB,Left,2,2019
177358,M. Schneiderlin,24,08/11/1989,181,75,France,Southampton,80,84,"CDM, CM",Right,2,2017
193116,M. Gonalons,25,10/03/1989,187,76,France,Olympique Lyonnais,80,84,"CDM, CB",Right,2,2016
52091,P. Evra,33,15/05/1981,173,76,France,Juventus,80,80,"LB, LM",Left,3,2016
112316,J. Mathieu,30,29/10/1983,192,82,France,FC Barcelona,80,80,"CB, LB, LM",Left,2,2018
150656,R. Mavuba,30,08/03/1984,172,74,France,LOSC Lille,80,80,CDM,Right,3,2015
152554,G. Clichy,28,26/07/1985,176,65,France,Manchester City,80,80,LB,Left,3,2017
158626,M. Debuchy,28,28/07/1985,178,76,France,Arsenal,80,80,RB,Right,3,2017
159147,L. Perrin,28,07/08/1985,180,76,France,Saint-Atienne,80,80,CB,Right,2,2016
163419,B. Sagna,31,14/02/1983,176,72,France,Manchester City,80,80,RB,Right,3,2017
193476,R. Cabella,24,08/03/1990,172,66,France,Newcastle United,79,85,CAM,Right,2,2020
193301,A. Lacazette,23,28/05/1991,175,73,France,Olympique Lyonnais,79,84,"ST, RW, CF",Right,2,2018
176600,K. Gameiro,27,09/05/1987,178,72,France,Sevilla FC,79,83,ST,Right,3,2018
184312,J. Biabiany,26,28/04/1988,177,70,France,Parma,79,83,"RW, LW",Right,2,2018
163418,Y. Kaboul,28,04/01/1986,191,87,France,Tottenham Hotspur,79,79,CB,Right,2,2016
163711,L. Diarra,29,10/03/1985,173,73,France,Lokomotiv Moscow,79,79,"CDM, CM",Right,3,2017
178509,O. Giroud,27,30/09/1986,192,88,France,Arsenal,79,79,ST,Left,3,2017
178213,E. Capoue,25,11/07/1988,189,80,France,Tottenham Hotspur,78,83,"CDM, CB",Right,2,2017
177388,D. Payet,27,29/03/1987,175,77,France,Olympique de Marseille,78,81,"LM, RM",Right,3,2017
187052,Y. M'Vila,24,29/06/1990,182,80,France,Inter,78,81,"CDM, CM",Right,2,2015
192722,R. Hamouma,27,29/03/1987,177,74,France,Saint-Atienne,78,81,"RW, RM, CAM",Right,2,2016
158121,B. Costil,26,03/07/1987,187,83,France,Stade Rennais FC,78,79,GK,Right,2,2017
1625,T. Henry,36,17/08/1977,188,83,France,New York Red Bulls,78,78,"CF, ST, LM",Right,3,2020
153244,A. Gignac,28,05/12/1985,186,84,France,Olympique de Marseille,78,78,ST,Right,3,2015
159145,B. Gomis,28,06/08/1985,184,77,France,Swansea City,78,78,ST,Right,3,2018
161648,H. Ben Arfa,27,07/03/1987,178,76,France,Hull City,78,78,"RM, RW, CAM",Left,2,2015
183280,A. Rami,28,27/12/1985,190,88,France,Milan,78,78,CB,Right,2,2017
187924,C. Grenier,23,07/01/1991,186,72,France,Olympique Lyonnais,77,85,"CAM, CM",Right,1,2016
204970,F. Thauvin,21,26/01/1993,179,70,France,Olympique de Marseille,77,84,"RM, CAM, RW, ST",Left,1,2018
199451,W. Ben Yedder,23,12/08/1990,170,68,France,Toulouse Football Club,77,81,"ST, CF",Right,1,2017
182212,A. Modeste,26,14/04/1988,186,83,France,TSG 1899 Hoffenheim,77,79,ST,Right,2,2016
26992,S. Distin,36,16/12/1977,192,88,France,Everton,77,77,CB,Left,2,2015
45601,F. Malouda,34,13/06/1980,181,73,France,FC Metz,77,77,"LM, CAM",Left,3,2015
153296,Y. Gourcuff,27,11/07/1986,185,79,France,Olympique Lyonnais,77,77,"CAM, LM",Right,3,2015
156722,M. Flamini,30,07/03/1984,178,67,France,Arsenal,77,77,"CDM, CM",Right,2,2016
201510,L. Kurzawa,21,04/09/1992,182,73,France,AS Monaco,76,85,LB,Left,1,2018
200458,L. Digne,20,20/07/1993,178,74,France,Paris Saint-Germain,76,83,LB,Left,2,2018
205600,S. Umtiti,20,14/11/1993,181,75,France,Olympique Lyonnais,76,82,"CB, LB",Left,1,2017
181560,M. Yanga-M'Biwa,25,15/05/1989,184,77,France,Roma,76,81,"CB, RB",Right,2,2015
184575,R. Alessandrini,25,03/04/1989,173,70,France,Olympique de Marseille,76,80,"LM, LW",Left,2,2018
188654,T. Heurtaux,25,03/07/1988,184,78,France,Udinese,76,80,"CB, RB",Right,1,2017
198200,B. Stambouli,23,13/08/1990,180,80,France,Tottenham Hotspur,76,80,"CDM, CB",Right,1,2019
52126,F. Balmont,34,02/02/1980,168,72,France,LOSC Lille,76,76,CM,Right,2,2017
163423,A. Diaby,28,11/05/1986,190,76,France,Arsenal,76,76,"CM, CDM",Right,3,2015
165434,D. Digard,27,12/07/1986,183,76,France,OGC Nice,76,76,CDM,Right,1,2016
203280,V. Germain,24,17/04/1990,180,73,France,AS Monaco,75,81,"ST, RW",Right,1,2017
183394,M. Sissoko,24,16/08/1989,187,83,France,Newcastle United,75,80,"RM, CM",Right,3,2019
188696,F. Tabanou,25,30/01/1989,178,70,France,Saint-Atienne,75,80,"LM, LB",Left,1,2017
188816,G. Fofana,23,16/05/1991,182,74,France,Olympique Lyonnais,75,80,"CM, CDM, RB, CB",Right,1,2017
191210,S. Corchia,23,01/11/1990,176,64,France,LOSC Lille,75,80,"RB, RM",Right,2,2018
201455,G. Kondogbia,21,15/02/1993,188,80,France,AS Monaco,75,80,"CDM, CM",Left,1,2018
183800,Y. Mollo,24,18/07/1989,175,80,France,Saint-Atienne,75,79,"LW, LM",Right,1,2017
201982,J. Schmid,24,22/06/1990,179,78,France,SC Freiburg,75,78,"RM, LM",Right,1,2018
49488,E. Didot,30,24/07/1983,175,65,France,Toulouse Football Club,75,75,"CM, CDM",Right,1,2017
112365,R. Cohade,29,29/09/1984,180,74,France,Saint-Atienne,75,75,CM,Right,2,2017
137114,M. Ciani,30,06/04/1984,192,88,France,Lazio,75,75,CB,Right,2,2016
137960,Y. Jouffre,29,23/07/1984,175,65,France,FC Lorient,75,75,"RM, CF, CDM",Left,1,2016
141645,E. Abidal,34,11/09/1979,186,74,France,Olympiacos CFP,75,75,"CB, LB",Left,3,2015
150590,C. Jallet,30,31/10/1983,178,70,France,Olympique Lyonnais,75,75,RB,Right,2,2017
161700,F. Clerc,31,18/04/1983,186,77,France,Saint-Atienne,75,75,RB,Right,2,2015
161999,A. Konko,30,09/03/1984,184,71,France,Lazio,75,75,RB,Right,2,2016
164978,C. N'Zogbia,28,28/05/1986,171,70,France,Aston Villa,75,75,"CAM, LM, RM",Left,2,2016
168293,M. Amalfitano,29,20/03/1985,176,68,France,West Ham United,75,75,RM,Right,2,2015
172290,Zurutuza,27,19/07/1986,186,78,France,Real Sociedad,75,75,"CAM, CM",Right,1,2017
204338,C. Kerbrat,27,02/08/1986,185,74,France,En Avant de Guingamp,75,75,CB,Right,1,2018
204077,M. Niang,19,19/12/1994,184,75,France,Milan,74,84,"RW, ST",Right,1,2017
204311,K. Zouma,19,27/10/1994,187,85,France,Chelsea,74,84,"CB, RB",Right,1,2019
197678,A. Ahamada,22,19/08/1991,189,87,France,Toulouse Football Club,74,80,GK,Right,1,2015
198118,J. Guilavogui,23,19/09/1990,188,77,France,VfL Wolfsburg,74,80,"CDM, CM",Right,1,2016
137506,G. Pandev,30,27/07/1983,184,74,FYR Macedonia,Galatasaray SK,78,78,"CF, CAM",Left,2,2015
116620,N. Noveski,35,28/04/1979,190,87,FYR Macedonia,1. FSV Mainz 05,75,75,CB,Right,2,2015
188567,P. Aubameyang,25,18/06/1989,187,77,Gabon,Borussia Dortmund,79,82,"RM, ST, RW",Right,2,2018
193897,J. Ananidze,21,10/10/1992,170,61,Georgia,Spartak Moscow,75,82,"CAM, LM",Right,2,2017
167495,M. Neuer,28,27/03/1986,193,92,Germany,FC Bayern Munchen,90,90,GK,Right,5,2019
121944,B. Schweinsteiger,29,01/08/1984,183,79,Germany,FC Bayern Munchen,88,88,"CM, CDM",Right,4,2016
121939,P. Lahm,30,11/11/1983,170,66,Germany,FC Bayern Munchen,87,87,"CDM, RB, CM",Right,4,2018
178603,M. Hummels,25,16/12/1988,192,90,Germany,Borussia Dortmund,86,88,CB,Right,4,2017
188350,M. Reus,25,31/05/1989,181,73,Germany,Borussia Dortmund,86,88,"LM, RM, ST, CAM",Right,3,2017
182521,T. Kroos,24,04/01/1990,182,78,Germany,Real Madrid,85,88,"CM, CDM, CAM",Right,4,2020
183907,J. Boateng,25,03/09/1988,192,90,Germany,FC Bayern Munchen,85,86,"CB, RB",Right,4,2018
179846,S. Khedira,27,04/04/1987,189,85,Germany,Real Madrid,84,86,"CDM, CM",Right,3,2015
2196,R. Weidenfeller,33,06/08/1980,188,85,Germany,Borussia Dortmund,83,83,GK,Left,3,2016
53612,P. Mertesacker,29,29/09/1984,198,90,Germany,Arsenal,83,83,CB,Right,3,2017
192448,M. ter Stegen,22,30/04/1992,189,82,Germany,FC Barcelona,82,88,GK,Right,2,2019
192563,B. Leno,22,04/03/1992,190,82,Germany,Bayer 04 Leverkusen,82,85,GK,Right,2,2018
121933,R. Adler,29,15/01/1985,191,87,Germany,Hamburger SV,82,82,GK,Right,2,2017
150418,M. Gomez,28,10/07/1985,189,88,Germany,Fiorentina,82,82,ST,Right,3,2017
177457,L. Bender,25,27/04/1989,184,77,Germany,Bayer 04 Leverkusen,81,84,"CM, CDM",Right,3,2019
177458,S. Bender,25,27/04/1989,185,72,Germany,Borussia Dortmund,81,83,CDM,Right,2,2017
11141,M. Klose,36,09/06/1978,184,84,Germany,Lazio,81,81,ST,Right,4,2015
202166,J. Draxler,20,20/09/1993,187,75,Germany,FC Schalke 04,80,85,"LM, CAM, RM",Right,2,2018
188943,K. Trapp,23,08/07/1990,189,83,Germany,Eintracht Frankfurt,80,84,GK,Right,2,2016
192620,H. Badstuber,25,13/03/1989,190,84,Germany,FC Bayern Munchen,80,84,"CB, LB",Left,3,2017
177934,S. Sam,26,31/01/1988,174,68,Germany,FC Schalke 04,80,83,"RW, CF, RM",Left,2,2018
167431,G. Castro,27,11/06/1987,172,73,Germany,Bayer 04 Leverkusen,80,82,"CM, RM, RB, CF",Right,2,2016
186148,R. Zieler,25,12/02/1989,188,83,Germany,Hannover 96,79,84,GK,Right,2,2017
200610,K. Volland,21,30/07/1992,179,82,Germany,TSG 1899 Hoffenheim,79,84,"RM, CF, ST",Left,2,2017
186569,S. Ulreich,25,03/08/1988,192,84,Germany,VfB Stuttgart,79,82,GK,Right,2,2017
177105,P. Ebert,27,17/03/1987,175,72,Germany,Spartak Moscow,78,82,RM,Right,2,2017
198196,P. Lasogga,22,15/12/1991,189,88,Germany,Hamburger SV,78,82,ST,Right,2,2019
183574,M. Kruse,26,19/03/1988,180,76,Germany,Borrusia Munchengladbach,78,81,"CF, ST",Left,2,2017
193698,O. Baumann,24,02/06/1990,187,80,Germany,TSG 1899 Hoffenheim,78,81,GK,Right,2,2018
187072,L. Stindl,25,26/08/1988,180,78,Germany,Hannover 96,78,80,"RM, CDM, CAM, CM",Right,2,2016
188802,M. Schmelzer,26,22/01/1988,181,74,Germany,Borussia Dortmund,78,80,LB,Left,2,2017
189246,S. Reinartz,25,01/01/1989,189,87,Germany,Bayer 04 Leverkusen,78,80,"CDM, CM, CB",Right,2,2015
5485,S. Kehl,34,13/02/1980,188,80,Germany,Borussia Dortmund,78,78,CDM,Left,2,2015
121122,S. Rolfes,32,21/01/1982,191,83,Germany,Bayer 04 Leverkusen,78,78,"CDM, CM",Left,2,2015
158138,A. Hunt,27,04/09/1986,183,73,Germany,VfL Wolfsburg,78,78,"CAM, CM, LM",Left,2,2017
158856,C. Gentner,28,14/08/1985,189,81,Germany,VfB Stuttgart,78,78,"CM, CDM",Left,2,2016
192227,S. Mustafi,22,17/04/1992,184,82,Germany,Valencia CF,77,85,CB,Right,2,2019
207862,M. Ginter,20,19/01/1994,189,87,Germany,Borussia Dortmund,77,85,"CB, CDM, CM",Right,2,2019
204024,C. Kramer,23,19/02/1991,189,82,Germany,Borrusia Munchengladbach,77,83,"CDM, CM",Right,2,2015
179546,M. Marin,26,13/03/1988,170,64,Germany,Fiorentina,77,82,"CAM, LM",Right,2,2015
200215,S. Rode,23,11/10/1990,179,67,Germany,FC Bayern Munchen,77,82,"CDM, CM",Right,2,2017
188154,L. Holtby,23,18/09/1990,176,72,Germany,Hamburger SV,77,81,"CAM, CM, CDM",Left,2,2015
192658,S. Jung,24,22/06/1990,179,72,Germany,VfL Wolfsburg,77,81,RB,Right,2,2018
177519,S. Tasci,27,24/04/1987,186,80,Germany,Spartak Moscow,77,80,CB,Right,2,2017
137351,D. Baier,30,18/05/1984,175,73,Germany,FC Augsburg,77,77,CDM,Right,2,2016
150516,L. Podolski,29,04/06/1985,182,83,Germany,Arsenal,77,77,"LM, LW, ST",Left,3,2016
164493,M. Jansen,28,04/11/1985,191,89,Germany,Hamburger SV,77,77,"LB, LM",Left,2,2015
167237,P. Helmes,30,01/03/1984,182,78,Germany,FC Koln,77,77,ST,Right,2,2016
202087,J. Geis,20,17/08/1993,181,81,Germany,1. FSV Mainz 05,76,82,CDM,Right,1,2017
198077,P. Herrmann,23,12/02/1991,179,70,Germany,Borrusia Munchengladbach,76,80,RM,Right,2,2016
176790,S. Aigner,26,20/08/1987,185,72,Germany,Eintracht Frankfurt,76,79,"RM, ST",Right,1,2018
190520,T. Jantschke,24,07/04/1990,177,77,Germany,Borrusia Munchengladbach,76,79,"CB, RB",Right,2,2018
198202,P. Wollscheid,25,06/03/1989,194,88,Germany,1. FSV Mainz 05,76,79,CB,Right,2,2015
164491,D. Aogo,27,14/01/1987,184,85,Germany,FC Schalke 04,76,78,"LB, CDM, LM",Left,2,2017
189251,S. Rudy,24,28/02/1990,179,73,Germany,TSG 1899 Hoffenheim,76,78,"CM, CDM",Right,2,2017
197083,D. Caligiuri,26,15/01/1988,182,79,Germany,VfL Wolfsburg,76,78,"LM, RM",Right,2,2017
49012,K. Kuranyi,32,02/03/1982,190,88,Germany,Dinamo Moscow,76,76,ST,Right,2,2015
107713,T. Starke,33,18/03/1981,194,91,Germany,FC Bayern Munchen,76,76,GK,Right,2,2015
121170,A. Meier,31,17/01/1983,196,84,Germany,Eintracht Frankfurt,76,76,"CAM, ST, CM",Right,2,2017
137785,R. Huth,29,18/08/1984,191,88,Germany,Stoke City,76,76,CB,Right,2,2016
212150,M. Meyer,18,18/09/1995,173,68,Germany,FC Schalke 04,75,87,"CAM, LM",Right,1,2018
206511,M. Arnold,20,27/05/1994,184,74,Germany,VfL Wolfsburg,75,82,"CAM, LM, CM",Left,1,2017
203030,R. Knoche,22,22/05/1992,190,77,Germany,VfL Wolfsburg,75,81,CB,Right,1,2017
